Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5922","Export value","02955.90","Skins, furs","2014","2014","1000 USD","16","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.90","Skins, furs","2015","2015","t","0.98","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.90","Skins, furs","2015","2015","1000 USD","21","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.90","Skins, furs","2016","2016","t","0.93","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.90","Skins, furs","2016","2016","1000 USD","112","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.90","Skins, furs","2017","2017","t","0.45","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.90","Skins, furs","2017","2017","1000 USD","17","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.90","Skins, furs","2018","2018","t","0.1","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.90","Skins, furs","2018","2018","1000 USD","5","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.90","Skins, furs","2019","2019","t","0.11","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.90","Skins, furs","2019","2019","1000 USD","6","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.90","Skins, furs","2020","2020","t","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.90","Skins, furs","2020","2020","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.90","Skins, furs","2021","2021","t","0.22","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.90","Skins, furs","2021","2021","1000 USD","8","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.90","Skins, furs","2022","2022","t","0.04","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.90","Skins, furs","2022","2022","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.90","Skins, furs","2023","2023","t","1.21","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.90","Skins, furs","2023","2023","1000 USD","5","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.01","Skins, karakul","2014","2014","t","0.54","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.01","Skins, karakul","2014","2014","1000 USD","3","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.01","Skins, karakul","2015","2015","t","1.65","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.01","Skins, karakul","2015","2015","1000 USD","2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.01","Skins, karakul","2016","2016","t","5.02","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.01","Skins, karakul","2016","2016","1000 USD","29","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.01","Skins, karakul","2017","2017","t","0.06","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.01","Skins, karakul","2017","2017","1000 USD","5","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02955.01","Skins, karakul","2018","2018","t","0.19","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","02955.01","Skins, karakul","2018","2018","1000 USD","15","A","Official figure",""
